Area,BSA,BSA2010,BSA2020,GEOID,NDBI,NDBI2010,NDBI2020,NDVI,NDVI2010,NDVI2020,day,day2010,day2020,night,night2010,night2020,DevelopedArea,Pop2020,Black2020,Asian2020,NAME,Pop,State,Black,Asian,Pop2010,Black2010,Asian2010,Hispanic2020,Hispanic2010,White,Hispanic,nonUS,Edu,SP,Age,Income,Housing,County
6900105.8701579,-0.00876765338251512,-8.38379803758431,-8.64724828477972,06001400100,-0.0455964962755765,-0.0200884229693252,-0.0556286561635796,-0.0387822679527855,-542.487781958214,-269.191215269196,-1.76094285385844,-1.81952202955171,-1.90741499867301,0.709623490164858,-7.74004604430288e-05,0.426225458428221,3338506.11961359,3120,0.0551282051282051,0.127564102564103,"Census Tract 4001, Alameda County, California",3385,CA,0.0404726735598227,0.213293943870015,2872,0.0452646239554318,0.110724233983287,0.0378205128205128,0.00731197771587744,0.619793205317578,0.0776957163958641,0.0797636632200886,0.0298184961106309,0.123809523809524,0.0853766617429838,59719,3071,Alameda County California
576935.86537452,-0.0220946177464749,-23.2172535689396,-22.9839981628336,06001400200,-0.0256283228569449,0.000823968780092024,0.00327457419636083,-0.11210563699313,-1240.67464968272,-1257.42725146548,0.836209036184558,0.886810911007484,0.717720694645443,-0.00343048185667004,-0.562421879187439,-0.484677109574599,576773.914860984,2007,0.0428500249128052,0.0852017937219731,"Census Tract 4002, Alameda County, California",1939,CA,0.0489943269726663,0.113460546673543,2076,0.0447976878612717,0.069364161849711,0.0866965620328849,0.106936416184971,0.716864363073749,0.0691077875193399,0.038164002062919,0.0571791613722999,0.0903225806451613,0.0675605982465188,59208,2020,Alameda County California
1105955.28991741,-0.0205134328849443,-22.7893235273816,-21.6121348734703,06001400300,-0.0103173582532206,0.00949577339514407,0.0254958061745469,-0.132730243678098,-1446.73439278851,-1475.23315358779,1.21220629828436,1.37804910676843,1.13365442142638,0.0202249620248494,-0.497787697913472,-0.388896250943555,1105895.52158778,5051,0.105919619877252,0.116808552761829,"Census Tract 4003, Alameda County, California",5428,CA,0.150884303610906,0.125829034635225,4964,0.112207896857373,0.0755439161966156,0.0694911898633934,0.0852135374697824,0.614591009579956,0.0770081061164333,0.0830876934414149,0.133747697974217,0.08,0.063927781871776,51630,1327,Alameda County California
720840.476218936,-0.0216619363734047,-23.8510789736694,-22.7674669075272,06001400400,0.0206650538985321,0.0443392064239435,0.0496103648002281,-0.183168673355559,-1927.82161615358,-1893.84551079029,0.761753822700257,0.799320348920355,0.720925139425123,-0.259059059059058,-0.737918926068923,-0.466481785356785,720617.553630515,4007,0.0928375343149488,0.104816571000749,"Census Tract 4004, Alameda County, California",4279,CA,0.185791072680533,0.081093713484459,4223,0.104191333175468,0.0781434998816008,0.121038183179436,0.06298839687426,0.597569525590091,0.106800654358495,0.0285113344239308,0.110918042282074,0.211382113821138,0.042533302173405,47090,1632,Alameda County California
589919.875982504,-0.0218248963861208,-24.8959039357583,-22.9163774293326,06001400500,0.043107810970631,0.0656742535419007,0.0665255574504741,-0.208388890608783,-2196.99942851098,-2145.75576346544,0.20542074821022,0.28085088615331,0.0573490745590893,-0.3993898419766,-0.71857483848438,-0.531125545660907,590156.387149586,4124,0.240300678952473,0.108147429679922,"Census Tract 4005, Alameda County, California",3516,CA,0.287258248009101,0.032707622298066,3759,0.375099760574621,0.0662410215482841,0.0945683802133851,0.115988294759244,0.523890784982935,0.147895335608646,0.088452787258248,0.139894551845343,0.196765498652291,0.0321387940841866,36602,1557,Alameda County California
301501.43040476,-0.019770923642058,-22.6545762428828,-20.9993268749545,06001400600,0.0649249514970863,0.0851377438068192,0.086911730463187,-0.229790557741341,-2416.58739076934,-2337.10388994393,0.243340724979475,0.232400208504233,0.0915629956248274,-0.467649456521735,-0.577517757041305,-0.500526174118125,301504.011308977,1745,0.277363896848138,0.110601719197708,"Census Tract 4006, Alameda County, California",1750,CA,0.417714285714286,0.0485714285714286,1676,0.504773269689737,0.0322195704057279,0.0750716332378223,0.0596658711217184,0.358285714285714,0.136,0.0325714285714286,0.266123054114159,0.578378378378378,0.0485714285714286,25243,1328,Alameda County California
876225.591109864,-0.0193548399377518,-22.3722100644048,-20.5955943643982,06001400700,0.0730805737996108,0.0928644114170198,0.0945466073781375,-0.245000085818412,-2579.72862807113,-2504.24566188591,-0.310115418989181,-0.258054116983007,-0.528526364684017,-0.420871257555441,-0.534881376561076,-0.422486476633977,876379.526273361,5128,0.308307332293292,0.0641575663026521,"Census Tract 4007, Alameda County, California",4396,CA,0.517060964513194,0.0259326660600546,3901,0.489618046654704,0.095103819533453,0.19383775351014,0.0492181491925147,0.341674249317561,0.10828025477707,0.0354868061874431,0.294223826714801,0.396683673469388,0.0646041856232939,25125,1354,Alameda County California
694261.870517766,-0.0211649476677149,-25.6011053778098,-22.6935727540881,06001400800,0.0862590960332289,0.113436287263604,0.110203724583032,-0.268241739002396,-2847.58272306621,-2791.47702901511,-2.57807294914047,-2.22289924586563,-2.68661939223894,-0.165491523410827,-0.472837746058629,-0.265564116267319,694181.025141697,4069,0.297861882526419,0.151880068812976,"Census Tract 4008, Alameda County, California",3218,CA,0.387197016780609,0.112181479179615,3005,0.389683860232945,0.177371048252912,0.106168591791595,0.0861896838602329,0.362336855189559,0.145742697327533,0.0391547545059043,0.262688880278962,0.522267206477733,0.0400870105655687,38019,1389,Alameda County California
435568.420683869,-0.0194076801146829,-21.702378597688,-20.4843236631269,06001400900,0.111981263758883,0.136255666315165,0.136850002924127,-0.298363617059348,-3126.96874095005,-3086.62878086253,-2.54617150358334,-2.07854425364838,-2.56651484188366,0.0664993259064788,-0.207547363939548,0.0898760614016426,435730.021762025,2471,0.32335087009308,0.0408741400242817,"Census Tract 4009, Alameda County, California",2031,CA,0.328902018709995,0.1068439192516,2667,0.561679790026247,0.00749906261717285,0.158235532173209,0.0412448443944507,0.482028557360906,0.0477597242737568,0.0270802560315116,0.170844327176781,0.587341772151899,0.0128015755785327,45590,1625,Alameda County California
1146072.22980792,-0.0186384005295608,-20.5341556275761,-19.859982247354,06001401000,0.107254323216719,0.125643055906953,0.131602493930944,-0.293361679221292,-3033.41565003912,-2984.23626758127,-0.223261998543176,0.0630782225750794,-0.103524833409757,-0.0271925612179912,-0.312154240969043,-0.168234031168784,1146169.62877604,6133,0.393282243600196,0.0671775639980434,"Census Tract 4010, Alameda County, California",5505,CA,0.484105358764759,0.0368755676657584,6152,0.572496749024707,0.143205461638492,0.187184086091635,0.0711963589076723,0.283197093551317,0.206357856494096,0.0584922797456857,0.348619560131025,0.822900763358779,0.0555858310626703,22731,1236,Alameda County California
888750.250113341,-0.0201767210259359,-22.902197708867,-21.4316751718524,06001401100,0.0801556614681101,0.0994058553055338,0.10736657486774,-0.250458528689299,-2620.99673039546,-2619.01075907341,1.28164373514234,1.56590029321869,1.19300907404186,-0.00598589609788287,-0.369681298196784,-0.336427987476077,888848.422206265,4287,0.137858642407278,0.198040587823653,"Census Tract 4011, Alameda County, California",4240,CA,0.249528301886792,0.121462264150943,3551,0.154885947620389,0.117150098563785,0.107534406344763,0.17319065052098,0.492688679245283,0.110377358490566,0.0400943396226415,0.159555288461538,0.463104325699746,0.0235849056603774,36021,1241,Alameda County California
650017.600261888,-0.0210056493845018,-25.0935910244928,-22.308912830866,06001401200,0.0262353891251923,0.046697651466153,0.060945126251073,-0.194018992814981,-2059.08497019685,-2130.2842552109,1.61416516030824,1.93575707988456,1.56670091650016,0.254902284907876,-0.317236125646151,-0.366853058700399,650039.409690947,2619,0.12905689194349,0.114929362352043,"Census Tract 4012, Alameda County, California",2345,CA,0.174840085287846,0.10319829424307,2515,0.14155069582505,0.11610337972167,0.12180221458572,0.0584493041749503,0.569722814498934,0.15181236673774,0.0375266524520256,0.110778443113772,0.483516483516484,0.0349680170575693,46420,1401,Alameda County California
861129.885929403,-0.0203548288991288,-23.5440468857427,-21.5184164900782,06001401300,0.122760135484871,0.137868019961798,0.146454535067114,-0.317039776822942,-3232.38794549462,-3261.68290415169,0.988936971721379,1.3607062963286,1.04159498240069,-0.2243946196394,-0.598681661997462,-0.557676801235544,861068.733829274,3921,0.317776077531242,0.169089517980107,"Census Tract 4013, Alameda County, California",3815,CA,0.357798165137615,0.192922673656619,3269,0.457938207402875,0.165799938819211,0.101249681203775,0.167329458550015,0.246657929226737,0.178768020969856,0.172739187418086,0.422174181593576,0.554794520547945,0.0681520314547838,20679,1006,Alameda County California
754185.721327086,-0.0199266200894173,-23.7491522848947,-21.6961374069614,06001401400,0.133070288597986,0.145445407017926,0.158006034789081,-0.317869948390846,-3252.02955426602,-3252.85679538352,0.441813847089537,0.785365101655911,0.56839357223885,-0.354607609988111,-0.675173387592759,-0.626119664602906,754250.947003293,4732,0.349112426035503,0.120456466610313,"Census Tract 4014, Alameda County, California",4297,CA,0.464975564347219,0.113102164300675,3536,0.509898190045249,0.197680995475113,0.18956043956044,0.18552036199095,0.192459855713288,0.198976029788224,0.1403304631138,0.463708160962768,0.498422712933754,0.0477077030486386,15833,936,Alameda County California
467660.324241944,-0.0195453132941567,-22.4348065802603,-21.3097868601912,06001401500,0.148036043949777,0.165329812217762,0.169702323053486,-0.337011289800448,-3456.50240418456,-3461.9987617403,-0.915424849566896,-0.602152956864812,-0.883676078379517,-0.325404681610796,-0.501958495889267,-0.432841918490619,467678.461569393,2839,0.431137724550898,0.0454385346953153,"Census Tract 4015, Alameda County, California",2131,CA,0.39746597841389,0.0976067573908963,2493,0.672282390693943,0.100681909346169,0.141246917928848,0.107099879663057,0.395588925387142,0.101830126701079,0.130924448615673,0.286127167630058,0.558394160583942,0.0558423275457532,24034,1321,Alameda County California
632735.424916623,-0.0192817733920411,-21.3900395025083,-20.7768774466619,06001401600,0.14674636495921,0.164964496293606,0.167527361145652,-0.334178650621059,-3430.68436578976,-3442.63067024824,-0.191812356420167,0.023777160011088,-0.258517400654976,-0.311347512097368,-0.509643433207884,-0.543412801212198,632741.04101754,2289,0.391437308868502,0.107033639143731,"Census Tract 4016, Alameda County, California",1919,CA,0.514330380406462,0.118811881188119,1614,0.600371747211896,0.180297397769517,0.200524246395806,0.104089219330855,0.213652944241793,0.121417404898385,0.148514851485149,0.384126984126984,0.62962962962963,0.020323084940073,18906,1139,Alameda County California
6217418.07564517,-0.0571820322999254,-58.8950321408107,-57.5510905762202,06001401700,0.261292324884311,0.288979766028887,0.283692885833042,-0.372106992441718,-3783.15368966127,-3877.09339476008,-4.5183713019373,-3.97354711640533,-4.67324388793562,0.213224086157371,-0.24885425248363,-0.126809057945936,3573795.50226716,3018,0.215043074884029,0.121603711066932,"Census Tract 4017, Alameda County, California",2603,CA,0.308490203611218,0.108336534767576,1875,0.3344,0.0698666666666667,0.266401590457256,0.425066666666667,0.23857087975413,0.330003841721091,0.159431425278525,0.290529695024077,0.178899082568807,0.0172877449097196,32139,1597,Alameda County California
296202.874888342,-0.0659725555782204,-66.831522760049,-65.6891056693111,06001401800,0.183538780573596,0.208177614017463,0.205977350846326,-0.322116590721247,-3267.94539965783,-3390.08913534505,-1.70877637351161,-1.43027809692918,-2.06544739224289,-0.0699425527470059,-0.228768800919169,-0.307168372675997,296128.686772365,1801,0.407551360355358,0.0549694614103276,"Census Tract 4018, Alameda County, California",1794,CA,0.630434782608696,0.0111482720178372,1265,0.663241106719368,0.0790513833992095,0.202665186007773,0.144664031620553,0.188405797101449,0.196767001114827,0.0707915273132664,0.2919921875,0.675874769797422,0.0440356744704571,18478,885,Alameda County California
